"Watershed","Site","Date","Time","DO","Temp","pH","Cond","Turb","TSS","DRP","Cl","NO3_N","SO4","E_coli"
"Lime","Lime Ham",2014-06-16,0.397222222222222,6.57,17.42,7.7,433,2.7,0.5,0.132,26.97,11.35,18.81,2247
"Lime","Lime Ham",2014-06-23,0.427083333333333,8.2,17.33,7.21,516,23.8,5.75,0.264,22.11,26.38,10.6,465
"Lime","Lime Ham",2014-06-30,0.434027777777778,7.42,19,7.14,473,25.2,26.3,0.471,17.5,22.56,9.94,1198
"Lime","Lime Ham",2014-07-07,0.402777777777778,9.14,16.77,7.61,NA,1.4,2,0.153,8.48,25,12,730.8
"Lime","Lime Ham",2014-07-14,0.420138888888889,9.15,17.58,7.83,429,4.96,2,0.089,23.15,21.28,15.8,3076
"Lime","Lime Ham",2014-07-21,0.434027777777778,6.87,19.6,7.6,467,5.28,1.33,0.069,23.44,15.41,26.82,4884
"Lime","Lime Ham",2014-07-28,0.431944444444444,5.84,18,7.12,441,5.25,52.75,0.093,24.2,10.31,32.22,9804
"Lime","Lime Ham",2014-08-04,0.4375,7.27,20.43,7.69,407,7.31,4.5,0.068,20.35,9.63,29.25,8164
"Lime","Lime Ham",2014-08-11,0.444444444444444,6.17,19.6,7.23,328,9.41,3.6,0.084,18.87,9.19,25.71,9208
"Bear","Bear",2015-05-13,0.402777777777778,10.73,11.8,8.19,473.3,15.3,20,0.178,23.43,12.14,20.83,428.6
"Bear","Bear",2015-05-20,0.402777777777778,9.98,12.2,8,502.8,12.9,3.5,0.146,23.73,11.41,21.17,NA
"Bear","Bear",2015-05-27,0.381944444444444,9.2,15.3,7.86,343.7,85.3,139.33,0.347,22.69,17.18,14.39,6488
"Bear","Bear",2015-06-03,0.389583333333333,8.49,16.2,8.05,458.4,18.6,6.25,0.155,23.24,13.4,19.45,364
"Bear","Bear",2015-06-09,0.381944444444444,8.65,18.7,8,570,15.6,21,0.171,23.61,13.48,18.63,712
"Bear","Bear",2015-06-16,0.388888888888889,10.03,17,7.52,460.4,92.2,119.67,0.691,16.45,15.23,13.73,1333
"Bear","Bear",2015-06-23,0.402777777777778,9.17,17.5,7.72,490.2,79.9,99,0.374,18.24,14.5,14.22,5725
"Bear","Bear",2015-06-30,0.402777777777778,8.73,17.23,7.17,519,19.3,32.25,0.199,18.52,15.79,17.38,657
"Bear","Bear",2015-07-07,0.396527777777778,8.37,17.5,8.07,502.2,7.77,11.25,0.131,18.53,13.82,18.19,1539
"Bear","Bear",2015-07-14,0.386805555555556,7.25,22.2,8.19,559,9.29,2,0.107,16.64,10.51,18.92,1043
"Bear","Bear",2015-07-21,0.402777777777778,8.13,20.48,7.85,556,11,4,0.162,16.19,8.54,21.46,862
"Bear","Bear",2015-07-28,0.453472222222222,7.28,22.64,8.04,530,15.6,29.2,0.202,15.31,6.52,20,1424
"Bear","Bear",2015-08-04,0.407638888888889,8.42,20.86,7.89,531,7.66,8.75,0.201,17.18,6.81,23.14,1236
"Bear","Bear",2015-08-11,0.411805555555556,8.26,21.3,8.1,525.2,5.72,6.5,0.191,18.31,5.44,25.75,784
"Blue","Blue",2015-05-13,0.434027777777778,10.88,12,8.12,420.2,9.4,4.25,0.147,28.72,12.6,19.7,313
"Blue","Blue",2015-05-20,0.4375,10.06,12.2,7.94,452.9,9.62,1.25,0.124,29.34,12.42,19.52,NA
"Blue","Blue",2015-05-27,0.413194444444444,9.57,14.7,7.81,388,39.9,67.33,0.175,32.08,18.01,15.42,2014
"Blue","Blue",2015-06-03,0.425,9.51,16,7.95,418,11,5.75,0.136,28.39,13.38,18.32,479
"Blue","Blue",2015-06-09,0.416666666666667,9.02,19.1,7.95,518.2,7.97,10,0.129,28.43,10.8,20.13,383
"Blue","Blue",2015-06-16,0.420138888888889,11.07,16.2,7.65,476.5,30.4,58.67,0.222,25.38,20.43,14.72,1081
"Blue","Blue",2015-06-23,0.493055555555556,6.44,17.9,7.39,442.3,59.7,70.5,0.273,20.4,17.52,13.36,2205
"Blue","Blue",2015-06-30,0.434027777777778,9.65,17.16,7.01,382,102,86,0.198,18.56,11.89,13.95,5172
"Blue","Blue",2015-07-07,0.477777777777778,8.97,17.4,7.95,459.2,6.96,9,0.108,24.91,10.58,19.93,987
"Blue","Blue",2015-07-14,0.475694444444444,8.48,21.5,8.13,498.5,6.87,2.5,0.099,17.86,6.05,18.85,717
"Blue","Blue",2015-07-21,0.443055555555556,9,19.15,7.16,491,10.2,10.75,0.107,19.45,5.13,22.44,504
"Blue","Blue",2015-07-28,0.489583333333333,7.46,20.67,7.91,473,11.4,22,0.126,18.61,3.96,20.37,1664
"Blue","Blue",2015-08-04,0.438888888888889,9.6,19.31,7.2,463,6.43,8.75,0.101,19.58,4.13,22.59,259
"Blue","Blue",2015-08-11,0.440972222222222,7.93,19.5,7.92,475.1,5.71,7,0.107,25.03,3.7,23.99,211
"Lime","Lime",2015-04-30,0.479166666666667,NA,NA,NA,NA,NA,NA,0.074,23.57,13.44,16.83,NA
"Lime","Lime",2015-05-14,0.375,10.41,11.7,7.85,442.8,3.97,2.5,0.132,25.92,18.24,15.67,976.8
"Lime","Lime",2015-05-22,0.381944444444444,10.4,12.3,7.58,480.2,4.08,1.75,0.114,26.08,16.91,16.1,NA
"Lime","Lime",2015-05-28,0.434027777777778,10,14.6,7.77,440.4,22,6.25,0.149,28.6,25.2,12.53,346
"Lime","Lime",2015-06-04,0.381944444444444,9.01,17,7.81,521.6,6.89,2.25,0.113,26.1,20.25,14.75,683
"Lime","Lime",2015-06-10,0.423611111111111,8.51,20.6,7.88,559,5.03,6.25,0.124,25.58,16.73,16.41,988
"Lime","Lime",2015-06-17,0.383333333333333,9.14,16.4,7.78,547,10.9,3.25,0.124,26.58,24.97,12.87,644
"Lime","Lime",2015-06-24,0.421527777777778,10.23,16.4,7.68,570.7,19.6,5,0.185,24.42,26.83,11.81,634
"Lime","Lime",2015-07-01,0.411805555555556,10.9,17.1,7.39,556,5.46,8.5,0.128,23.66,21.71,14.7,1201
"Lime","Lime",2015-07-08,0.381944444444444,8.52,16.4,7.91,558,3.7,1.25,0.089,21.24,14.25,15.85,1022
"Lime","Lime",2015-07-15,0.401388888888889,8.27,20.4,8.02,558,4.83,4.75,0.118,19.74,9,17.05,959
"Lime","Lime",2015-07-22,0.413194444444444,7.72,19.5,8.03,554.7,3.83,4.25,0.164,19.25,6.9,18.59,984
"Lime","Lime",2015-07-29,0.393055555555556,7.99,20.5,7.94,538.9,8.24,9.8,0.359,18.78,6.14,17.61,9208
"Lime","Lime",2015-08-05,0.416666666666667,8.95,19.9,7.91,527.5,2.9,3.25,0.151,22.79,7.78,21.18,496
"Lime","Lime",2015-08-12,0.386805555555556,7.25,19.4,7.77,514.5,3.69,5.5,0.228,23.11,6.39,20.27,1421
"Morgan","Morgan",2015-05-13,0.381944444444444,10.53,10.2,8.1,483.6,5.23,2.25,0.119,38.29,11.46,27.86,155.2
"Morgan","Morgan",2015-05-20,0.388888888888889,8.85,11.2,7.51,555.5,4.71,0.75,0.115,36.94,11.38,28.23,NA
"Morgan","Morgan",2015-05-27,0.364583333333333,9.75,13.5,7.67,377,32.2,46,0.237,36.9,18,19.43,1935
"Morgan","Morgan",2015-06-03,0.378472222222222,8.87,14.6,7.77,500.8,10.1,5.25,0.135,34.19,13.36,24.8,332
"Morgan","Morgan",2015-06-09,0.365972222222222,8.3,15.8,7.76,616,11.1,15.25,0.169,33.64,14.14,23.24,1153
"Morgan","Morgan",2015-06-16,0.368055555555556,10.87,14.9,7.29,553.6,45.5,68.86,0.327,28.03,17.25,20.24,3448
"Morgan","Morgan",2015-06-23,0.385416666666667,8.55,15.7,7.68,630,22.5,30.25,0.204,32.47,15.04,38.93,2685
"Morgan","Morgan",2015-06-30,0.388888888888889,8.69,15.54,6.29,575,12.6,15.75,0.14,29.68,14.89,26.25,624
"Morgan","Morgan",2015-07-07,0.383333333333333,7.62,15.9,7.8,559.8,5.52,5.25,0.092,29.29,12.69,27.74,862
"Morgan","Morgan",2015-07-14,0.372916666666667,4.85,19.7,7.47,617,5.34,3,0.085,27.04,10.07,31.46,706
"Morgan","Morgan",2015-07-21,0.386805555555556,5.48,17.52,6.98,633,6.8,5.25,0.119,25.48,7.88,32.38,650
"Morgan","Morgan",2015-07-28,0.434722222222222,5.82,22.59,7.54,251,112,101.2,0.201,9.69,2.21,12.91,7308
"Morgan","Morgan",2015-08-04,0.392361111111111,5.83,17.62,7.25,596,9.92,16.75,0.144,27.44,6.58,37.38,1014
"Morgan","Morgan",2015-08-11,0.395833333333333,5,18.1,7.86,604,5.72,5.25,0.14,31.96,5.84,38.79,404
"Mud","Mud",2015-05-13,0.454861111111111,10.74,12.7,8.18,527.5,7.74,3.25,0.253,26.36,13.51,27.8,689.6
"Mud","Mud",2015-05-20,0.4375,10.42,11,7.98,556.8,7.58,0.75,0.252,26.77,13.69,27.51,NA
"Mud","Mud",2015-05-27,0.434027777777778,9.68,14.5,7.87,478.7,44.8,69,0.377,24.59,20.48,17.76,2909
"Mud","Mud",2015-06-03,0.444444444444444,9.72,15.3,8.01,464.7,9.94,7.25,0.239,24.34,15.63,23.98,789
"Mud","Mud",2015-06-09,0.4375,9.13,17.5,7.97,619,7.73,12,0.305,24.29,14.49,25.31,1153
"Mud","Mud",2015-06-16,0.440972222222222,10.5,15.1,7.52,431.6,65.4,88.8,0.384,16.88,17.98,19.77,1333
"Mud","Mud",2015-06-23,0.527777777777778,9.03,16.9,7.64,586.2,17.7,23.33,0.211,19.88,18.07,11.2,805
"Mud","Mud",2015-06-30,0.458333333333333,8.61,15.82,7.07,569,15.6,18.33,0.188,18.03,17.17,24.46,426
"Mud","Mud",2015-07-07,0.497916666666667,8.9,16.6,7.96,555.7,6.21,12.25,0.143,18.74,15.63,26.17,727
"Mud","Mud",2015-07-14,0.495138888888889,8.08,20.9,8.11,618,5.8,2.25,0.187,15.56,11.18,25.31,565
"Mud","Mud",2015-07-21,0.464583333333333,8.95,18.62,7.24,640,10.5,10.75,0.288,18.85,11.49,30.9,452
"Mud","Mud",2015-07-28,0.53125,7.55,19.53,7.86,551,59.9,72.33,0.391,15.4,8.26,26.71,10344
"Mud","Mud",2015-08-04,0.4625,9.03,19.03,7.37,592,4.82,5.5,0.333,18.92,9.96,34.73,683
"Mud","Mud",2015-08-11,0.458333333333333,8.09,19.7,8.04,573,6.14,11,0.21,16.74,8.91,37.17,3255
"North Bear","North Bear",2015-05-13,0.472222222222222,10.82,12.5,8.16,435,5.5,3.5,0.107,24.66,17.26,18.95,127.4
"North Bear","North Bear",2015-05-20,0.46875,9.66,11.4,7.96,459,5.92,0.25,0.092,23.83,17.54,18.79,NA
"North Bear","North Bear",2015-05-27,0.451388888888889,9.62,14.5,7.73,421.8,43.5,59,0.151,26.32,22,15.47,1119
"North Bear","North Bear",2015-06-03,0.465277777777778,9.42,16.5,7.99,434.1,10.9,4,0.099,24.24,19.92,17.53,292
"North Bear","North Bear",2015-06-09,0.454861111111111,9.16,19.1,7.99,535.1,4.87,6.5,0.049,23.38,17.34,18.62,441
"North Bear","North Bear",2015-06-16,0.458333333333333,11.35,16.2,7.69,536.1,19.9,36.4,0.164,23.95,25.78,14.85,776
"North Bear","North Bear",2015-06-23,0.538194444444444,8.88,18.7,7.44,NA,479,50.67,0.346,18.84,22.94,13.08,2365
"North Bear","North Bear",2015-06-30,0.479166666666667,8.43,18.06,7.34,526,13.7,20,0.127,21.13,23.42,17.23,670
"North Bear","North Bear",2015-07-07,0.5125,8.5,18.5,8.13,490.8,6.08,7.25,0.092,20.51,18.16,19.64,933
"North Bear","North Bear",2015-07-14,0.510416666666667,9.3,23.1,8.36,531,4.04,1.75,0.073,15.63,11.2,17.61,563
"North Bear","North Bear",2015-07-21,0.479166666666667,9.41,19.68,7.43,542,2.89,7.75,0.094,17.72,11.14,23.37,657
"North Bear","North Bear",2015-07-28,0.552083333333333,6.9,20.48,7.99,479,20.3,25.67,0.247,15.03,8.12,19.41,6896
"North Bear","North Bear",2015-08-04,0.479166666666667,9.07,19.51,7.21,490,3.43,3.5,0.106,17.09,9.16,21.19,520
"North Bear","North Bear",2015-08-11,0.479166666666667,7.66,20.3,7.94,478.9,3.22,3.75,0.116,18.02,8.86,23.84,379
"Otter","Otter",2015-05-13,0.416666666666667,10.65,11.1,8.13,447.5,7.27,3.25,0.135,27.68,12.92,17.3,317
"Otter","Otter",2015-05-20,0.416666666666667,9.65,12,7.94,480.8,8.25,1.75,0.114,27.71,11.92,17.74,NA
"Otter","Otter",2015-05-27,0.395833333333333,9.25,15.6,7.92,410.8,33.2,46,0.179,29.34,15.29,14.99,3255
"Otter","Otter",2015-06-03,0.40625,9.08,15.9,8,442.8,7.4,3.5,0.112,27.98,12.75,16.75,565
"Otter","Otter",2015-06-09,0.395833333333333,8.45,18.9,7.95,545.5,4.63,3.75,0.13,27.07,10.26,17.92,855
"Otter","Otter",2015-06-16,0.399305555555556,10.63,17.1,7.67,454.3,37,51.6,0.445,21.78,17.62,11.41,1223
"Otter","Otter",2015-06-23,0.416666666666667,7.92,19.2,7.54,368,82.3,70,0.605,15.39,12.34,8.63,2355
"Otter","Otter",2015-06-30,0.414583333333333,8.83,17.13,7.33,497,23.2,28,0.175,21.99,14.45,14.35,2046
"Otter","Otter",2015-07-07,0.408333333333333,8.4,17.1,8.06,498.9,4.64,5.5,0.108,22.2,11.1,15.95,2046
"Otter","Otter",2015-07-14,0.399305555555556,7.17,21.2,8.14,551,5.19,2,0.074,19.36,7.5,16.18,602
"Otter","Otter",2015-07-21,0.416666666666667,8.01,19.37,7.7,578,5.37,6.75,0.119,20.63,6.52,18.67,1112
"Otter","Otter",2015-07-28,0.467361111111111,6.85,21.85,8.01,506,28.7,38.67,0.191,18.35,4.81,16.76,5172
"Otter","Otter",2015-08-04,0.420138888888889,7.71,20.16,7.63,529,5.84,7.75,0.171,21.17,5.19,20.33,374
"Otter","Otter",2015-08-11,0.422222222222222,6.58,20.2,7.92,522,3.65,4,0.153,24.09,4.9,21.19,581
"Lime","Lime",2015-04-30,0.479166666666667,NA,NA,NA,NA,NA,NA,0.074,23.57,13.44,16.83,NA
"Lime","Lime",2015-05-14,0.375,10.41,11.7,7.85,442.8,3.97,2.5,0.132,25.92,18.24,15.67,976.8
"Lime","Lime",2015-05-22,0.381944444444444,10.4,12.3,7.58,480.2,4.08,1.75,0.114,26.08,16.91,16.1,NA
"Lime","Lime",2015-05-28,0.434027777777778,10,14.6,7.77,440.4,22,6.25,0.149,28.6,25.2,12.53,346
"Lime","Lime",2015-06-04,0.381944444444444,9.01,17,7.81,521.6,6.89,2.25,0.113,26.1,20.25,14.75,683
"Lime","Lime",2015-06-10,0.423611111111111,8.51,20.6,7.88,559,5.03,6.25,0.124,25.58,16.73,16.41,988
"Lime","Lime",2015-06-17,0.383333333333333,9.14,16.4,7.78,547,10.9,3.25,0.124,26.58,24.97,12.87,644
"Lime","Lime",2015-06-24,0.421527777777778,10.23,16.4,7.68,570.7,19.6,5,0.185,24.42,26.83,11.81,634
"Lime","Lime",2015-07-01,0.411805555555556,10.9,17.1,7.39,556,5.46,8.5,0.128,23.66,21.71,14.7,1201
"Lime","Lime",2015-07-08,0.381944444444444,8.52,16.4,7.91,558,3.7,1.25,0.089,21.24,14.25,15.85,1022
"Lime","Lime",2015-07-15,0.401388888888889,8.27,20.4,8.02,558,4.83,4.75,0.118,19.74,9,17.05,959
"Lime","Lime",2015-07-22,0.413194444444444,7.72,19.5,8.03,554.7,3.83,4.25,0.164,19.25,6.9,18.59,984
"Lime","Lime",2015-07-29,0.393055555555556,7.99,20.5,7.94,538.9,8.24,9.8,0.359,18.78,6.14,17.61,9208
"Lime","Lime",2015-08-05,0.416666666666667,8.95,19.9,7.91,527.5,2.9,3.25,0.151,22.79,7.78,21.18,496
"Lime","Lime",2015-08-12,0.386805555555556,7.25,19.4,7.77,514.5,3.69,5.5,0.228,23.11,6.39,20.27,1421
"Lime","Lime 240",2015-05-14,0.486111111111111,12.53,10.3,7.88,414.6,1.79,2.25,0.074,29.23,17.73,14.64,176.4
"Lime","Lime 240",2015-05-28,0.378472222222222,9.89,12.5,7.01,424.5,4.23,2,0.111,32.99,23.48,12.75,98
"Lime","Lime 240",2015-06-04,0.399305555555556,9.95,14.9,7.61,486.7,3.84,2.25,0.082,29.28,20.67,14.18,197
"Lime","Lime 240",2015-06-10,0.375,8.6,17.3,7.56,514.7,7.23,6.75,0.108,30.75,18.04,15.08,383
"Lime","Lime 240",2015-06-14,0.397222222222222,9.27,15.7,7.4,512.7,7.75,11.5,0.095,31.08,22.12,13.12,504
"Lime","Lime 240",2015-06-24,0.457638888888889,10.38,17,7.16,544.6,6.16,1.25,0.131,29.9,24.82,12.03,350
"Lime","Lime 240",2015-07-01,0.430555555555556,12.12,16.46,7.07,518,9.19,6.5,0.095,26.97,21.84,14.31,341
"Lime","Lime 240",2015-07-08,0.413194444444444,7.71,18.6,7.72,428,12,6.75,0.062,24.94,11,13.95,288
"Lime","Lime 240",2015-07-15,0.444444444444444,7.22,21.1,8.06,473.6,18.5,34.75,0.141,20.13,8.71,16.02,529
"Lime","Lime 240",2015-07-22,0.431944444444444,7.57,19.2,7.85,518.1,7.77,12.75,0.16,26.43,10.48,17.08,1296
"Lime","Lime 240",2015-07-29,0.407638888888889,7.48,19.3,7.63,563,5.9,6.75,0.218,29.07,9.86,17.13,1236
"Lime","Lime 240",2015-08-05,0.436111111111111,4.32,20.1,7.84,633,22.6,35.5,0.867,30.5,7.23,24.06,1467
"Lime","Lime 240",2015-08-12,0.402777777777778,NA,18.5,7.77,632,10.3,11.5,1.35,31.38,4.2,24.15,798
"Lime","Lime 250",2015-05-14,0.496527777777778,10.11,10.1,7.93,415.2,3.25,2,0.078,27.28,18.4,14.13,72.8
"Lime","Lime 250",2015-05-28,0.385416666666667,9.46,12.4,7.28,424.8,9.75,3.5,0.12,30.76,23.58,12.08,231
"Lime","Lime 250",2015-06-04,0.409722222222222,7.94,15.2,7.67,481.7,5.83,6.75,0.089,28.16,20.77,13.42,218
"Lime","Lime 250",2015-06-07,0.404861111111111,8.71,15.7,7.62,514.3,9.2,11.25,0.116,30.04,22.25,12.73,504
"Lime","Lime 250",2015-06-10,0.381944444444444,6.83,18.5,7.72,511.6,8.24,10,0.098,29.1,18.32,14.48,341
"Lime","Lime 250",2015-06-24,0.463888888888889,10.15,16.5,7.34,545.4,11.1,7,0.146,27.47,25.23,11.46,486
"Lime","Lime 250",2015-07-01,0.4375,11.08,16.16,7.24,502,8.27,11.75,0.105,26.25,21.15,13.67,749
"Lime","Lime 250",2015-07-08,0.423611111111111,6.35,17.2,7.88,422.4,16,12.25,0.058,23.69,10.41,13.2,712
"Lime","Lime 250",2015-07-15,0.454861111111111,4.31,21.1,8.13,463.6,16,18.25,0.137,17.77,7.16,13.95,1076
"Lime","Lime 250",2015-07-22,0.440277777777778,5.69,19,8.05,505.6,7.55,7.5,0.167,24.98,10.12,16.35,932
"Lime","Lime 250",2015-07-29,0.416666666666667,6.25,19.8,7.91,530.4,10.4,12,0.287,28.77,8.49,16.34,7270
"Lime","Lime 250",2015-08-05,0.446527777777778,3.02,19.6,7.72,552.9,10.8,13,0.249,26.31,7.12,20.38,121
"Lime","Lime 250",2015-08-12,0.409722222222222,NA,19.8,7.56,504.8,7.6,8.5,0.308,26.18,6.46,21.68,213
"Lime","Lime 290",2015-05-14,0.402777777777778,10.61,10.7,7.95,422.2,3.96,2.5,0.084,25.22,20.44,13.77,262.8
"Lime","Lime 290",2015-05-28,0.399305555555556,9.95,13.4,7.43,436.7,17,4.5,0.117,29.34,26.38,11.68,379
"Lime","Lime 290",2015-06-04,0.420138888888889,9.44,16.9,7.8,497.9,9.09,4.25,0.097,26.09,23.03,13.07,862
"Lime","Lime 290",2015-06-10,0.392361111111111,8.03,19.9,7.76,524.7,8.6,9.25,0.104,26.39,20.27,14.91,1989
"Lime","Lime 290",2015-06-17,0.414583333333333,8.87,16.7,7.6,540.7,12.4,3,0.097,28.06,27.03,11.87,727
"Lime","Lime 290",2015-06-24,0.5,11.19,17.1,7.33,570.7,15.2,7.25,0.145,26.94,29.69,11.16,492
"Lime","Lime 290",2015-07-01,0.449305555555556,11.97,17.79,7.42,534,7.05,7.75,0.104,24.18,24.42,13.83,1430
"Lime","Lime 290",2015-07-08,0.461805555555556,9.71,17.8,8.03,503.8,4.56,1.75,0.09,21.87,16.35,16.2,789
"Lime","Lime 290",2015-07-15,0.490277777777778,8.11,22.6,8.13,457.3,6.85,6.5,0.095,14.58,6.75,15.72,733
"Lime","Lime 290",2015-07-22,0.458333333333333,7.5,21,7.98,458.2,6.44,7.5,0.149,27.43,6.04,16.83,816
"Lime","Lime 290",2015-07-29,0.427083333333333,6.78,22,8,450.1,9.53,10,0.2,19.05,5.45,17.14,2142
"Lime","Lime 290",2015-08-05,0.458333333333333,5.48,20.8,7.81,432,5.81,5.5,0.102,18.46,5.01,22.97,295
"Lime","Lime 290",2015-08-12,0.422222222222222,3.49,20.2,7.65,392.6,8.93,13.75,0.11,19.57,4.18,23.5,1050
"Lime","Lime Fin",2015-05-14,0.385416666666667,10.81,11.2,8.07,431.7,4.85,4.5,0.09,25.69,19.03,15,976.8
"Lime","Lime Fin",2015-05-28,0.427083333333333,10.2,14.3,7.74,437.3,18.1,5.5,0.134,28.76,25.54,12.25,882
"Lime","Lime Fin",2015-06-04,0.447916666666667,10,17.6,8.04,507.7,5.16,2,0.089,25.54,20.87,14.06,650
"Lime","Lime Fin",2015-06-10,0.415277777777778,9.47,20.8,8.03,547,4.95,4.25,0.096,26.02,17.9,15.85,1722
"Lime","Lime Fin",2015-06-17,0.375,9.2,16.3,7.67,543,8.77,11,0.117,27.29,25.64,12.59,909
"Lime","Lime Fin",2015-06-24,0.411111111111111,8.38,16.4,7.34,386.5,15.9,8.75,0.165,24.84,28.03,11.31,346
"Lime","Lime Fin",2015-07-01,0.402777777777778,11.4,16.91,6.94,547,5.33,5.5,0.109,23.39,22.87,14.18,1455
"Lime","Lime Fin",2015-07-08,0.368055555555556,9.25,16.3,7.97,552,2.61,1.25,0.078,21.34,15.45,15.64,1046
"Lime","Lime Fin",2015-07-15,0.388194444444444,8.34,20.7,7.99,531.4,5.94,3,0.104,20.95,9.26,17.76,1789
"Lime","Lime Fin",2015-07-22,0.395833333333333,8.76,19.8,7.97,537.3,3.83,6.25,0.151,20.36,6.48,18.91,1467
"Lime","Lime Fin",2015-07-29,0.385416666666667,7.8,21,7.38,505.6,6.15,9.5,0.285,17.44,5.56,17.89,5172
"Lime","Lime Fin",2015-08-05,0.400694444444444,8.5,18.7,7.66,536.3,3.84,4.25,0.148,23.58,7.12,21.33,1334
"Lime","Lime Fin",2015-08-12,0.377777777777778,7.03,18.2,7.58,498,8.27,9.75,0.228,23.8,5.8,20.13,4352
"Lime","Lime Ham",2015-05-14,0.411111111111111,10.92,9.6,7.81,405.3,1.23,1.25,0.066,23.22,21.48,12.96,374.4
"Lime","Lime Ham",2015-05-28,0.40625,10.19,12.6,7.37,445.5,3.58,0.75,0.072,28.44,25,11.65,816
"Lime","Lime Ham",2015-06-04,0.430555555555556,9.6,14.8,7.54,512.1,1.7,1,0.071,23.72,23.01,12.39,613
"Lime","Lime Ham",2015-06-10,0.399305555555556,8.09,17.5,7.61,548.5,2.02,2,0.083,24.86,21.67,13.65,932
"Lime","Lime Ham",2015-06-17,0.420833333333333,8.8,15.6,7.2,545,1.91,1.25,0.08,28.02,29.51,11.32,1467
"Lime","Lime Ham",2015-06-24,0.510416666666667,9.34,16.7,7.17,607,7.09,0.5,0.102,26.87,33.14,11.17,196
"Lime","Lime Ham",2015-07-01,0.45625,11.89,16.19,7.08,568,2.15,1.5,0.088,23.78,29.88,13.47,683
"Lime","Lime Ham",2015-07-08,0.46875,8.59,16.1,7.79,485.5,2.66,0.5,0.089,22.41,22.68,17.03,1354
"Lime","Lime Ham",2015-07-15,0.5,6.48,20.5,7.88,522.7,3.55,6.75,0.125,16.11,10.72,19.72,2613
"Lime","Lime Ham",2015-07-22,0.465972222222222,3.86,18.6,7.63,479.5,3.43,5.25,0.123,17.58,7.72,27.32,2755
"Lime","Lime Ham",2015-07-29,0.434027777777778,5.78,20.3,7.69,492,8.45,13.5,0.153,18.56,5.53,30.23,3873
"Lime","Lime Ham",2015-08-05,0.46875,5.06,19,7.77,319.3,10.5,10.75,0.093,18.53,8.67,29.93,12997
"Lime","Lime Ham",2015-08-12,0.430555555555556,2.65,18.1,7.62,321.9,7.73,8.75,0.107,20.97,6.82,30.82,7701
"Bear","Bear",2016-05-11,0.401388888888889,11.29,13,7.86,495.2,10.6,11.5,0.095,21.69,12.26,17.33,563
"Bear","Bear",2016-05-18,0.392361111111111,11.22,12.1,8.05,477.9,6.77,10.8,0.087,20.37,10.98,18.93,268
"Bear","Bear",2016-05-24,0.384027777777778,9.47,17.8,8.13,431.9,9.15,12.5,0.085,20.37,10.04,19.44,495
"Bear","Bear",2016-06-02,0.388194444444444,8.98,18.2,7.93,493.7,13,13.4,0.172,20.26,9.55,19.84,650
"Bear","Bear",2016-06-08,0.406944444444444,9.62,17.59,7.86,427,9.42,13,0.155,20.28,9.44,20.89,350
"Bear","Bear",2016-06-15,0.401388888888889,8.16,23.31,7.91,537,16.5,28,0.224,19.14,7.41,20.09,2014
"Bear","Bear",2016-06-21,0.389583333333333,8.72,21.4,8.24,567,10.2,16.5,0.197,19.94,7.22,21.92,934
"Bear","Bear",2016-06-29,0.392361111111111,9.05,16.8,8.12,NA,30.3,33,0.204,19.3,12.5,17.6,631
"Bear","Bear",2016-07-08,0.404166666666667,8.31,20.2,7.74,498,33.2,40.8,0.28,16.65,10.14,16.78,1187
"Bear","Bear",2016-07-13,0.384027777777778,8.72,19.92,7.55,NA,40.3,60,0.302,16.35,9.88,14.41,1816
"Bear","Bear",2016-07-19,0.377777777777778,7.72,21.3,7.76,503,13.1,17.3,0.169,17.31,8.96,18.93,932
"Bear","Bear",2016-07-26,0.376388888888889,8.04,20.6,7.76,461,15.7,20.5,0.205,16.5,8.4,18.6,1291
"Blue","Blue",2016-05-11,0.434722222222222,11.38,13.3,7.85,433.5,7.1,4.8,0.067,25.9,8.6,18.99,637
"Blue","Blue",2016-05-18,0.479861111111111,12.12,13.6,7.92,422.8,6.48,4.8,0.075,24.18,8.2,19.78,155
"Blue","Blue",2016-05-24,0.474305555555556,10.67,18.5,8.09,448.3,7.01,7.5,0.08,24.84,7,20.73,218
"Blue","Blue",2016-06-02,0.481944444444444,10.33,19.1,7.89,444.6,9,9,0.142,24.55,9.14,18.46,464
"Blue","Blue",2016-06-08,0.507638888888889,10.31,19.19,7.6,383,5.79,7.7,0.119,23.83,7.76,20.46,86
"Blue","Blue",2016-06-15,0.435416666666667,8.23,20.15,7.63,374,137,132.5,0.345,17.28,10.61,11.18,9208
"Blue","Blue",2016-06-21,0.493055555555556,9.39,21.4,8.05,490.5,12.3,15.3,0.15,22.05,10.03,18.13,906
"Blue","Blue",2016-06-29,0.428472222222222,9.64,17.5,8.1,NA,12.2,16.3,0.136,22.8,11.6,18.1,677
"Blue","Blue",2016-07-08,0.436805555555556,7.9,21.8,7.59,451.4,13.4,18,0.196,20.87,8.15,17.87,1354
"Blue","Blue",2016-07-13,0.418055555555556,8.75,21.28,7.72,NA,17,14.8,0.183,21.91,7.56,17.67,928
"Blue","Blue",2016-07-19,0.4125,7.68,21.6,7.96,451,5.5,7,0.119,21.75,5.94,20.83,663
"Blue","Blue",2016-07-26,0.409722222222222,8.44,22.2,8.14,413,5.66,9,0.094,22.4,5,21.2,605
"Blue","Blue",2016-08-02,0.503472222222222,7.9,21.5,7.85,369,12.5,6.5,0.09,21.7,4.2,22.9,288
